titulo,empresa,salario,ubicacion,tipo_de_trabajo,fecha_de_publicacion,enlace
Consultor/a Dynamics 365 CE,Baoss,,Madrid,,03/04/2026,https://www.tecnoempleo.com/consultor-dynamics-365-ce-baoss/dynamics-365-azure/rf-5e3a18af8256e3fa6f44
Personal Técnico - Arquitectura de Soluciones,Cajamar Tecnología,,Almería,,03/04/2026,https://www.tecnoempleo.com/personal-tecnico-arquitectura-soluciones-cajamar-t/sql-oracle/rf-b92b1325c2a323970f42
Perfil Senior Seguridad Perimetral,Serem,,Madrid,,03/04/2026,https://www.tecnoempleo.com/perfil-senior-seguridad-perimetral-serem/palo-alto-f5/rf-78c11a7c5272e3befc4a
Programador/a Java 8 & Oracle - Modalidad híbrida,PANEL Sistemas Informáticos,,Madrid,Híbrido,03/04/2026,https://www.tecnoempleo.com/programador-java-8-oracle-modalidad-hibrida-panel-/spring-boot-nodejs/rf-58df1dd45246e3b0b64b
Programador/a Servicenow,Serem,,,100% remoto,03/04/2026,https://www.tecnoempleo.com/programador-servicenow-serem/itsm-javascript/rf-dade197a129d43946d49
Técnico/a senior de seguridad de identidad,Serem,,,100% remoto,03/04/2026,https://www.tecnoempleo.com/tecnico-senior-seguridad-identidad-serem/ssl-troubleshotting/rf-f8931fe52226832a0b42
IT Project Manager (PMP) - Supply Chain,Serem,,,100% remoto,03/04/2026,https://www.tecnoempleo.com/it-project-manager-pmp-supply-chain-serem/pmo-reporting/rf-3ff714b9c22493ee8d4c
Técnico/a de Electrónica de RF (Radiofrecuencia),Novanotio,,Madrid,Presencial,03/04/2026,https://www.tecnoempleo.com/tecnico-electronica-rf-radiofrecuencia-novanotio/osciloscopio/rf-f5b815b7a213e3953c40
Ingeniero de Datos - Reporting Regulatorio,Cajamar Tecnología,,Almería,Híbrido,03/04/2026,https://www.tecnoempleo.com/ingeniero-datos-reporting-regulatorio-cajamar-tecn/sql-etl/rf-aa001f8d125d930eb340
Jefe de Proyecto Conversacional,Cajamar Tecnología,,Almería,,03/04/2026,https://www.tecnoempleo.com/jefe-proyecto-conversacional-cajamar-tecnologia/azure-aws/rf-59491efb22058361954d
Software Developer Java y React,Baoss,,Sevilla,,03/04/2026,https://www.tecnoempleo.com/software-developer-java-react-baoss/spring-rest/rf-f7bf197a52ed133eb542
Programador/a COBOL,Serem,,Barcelona,Híbrido,03/04/2026,https://www.tecnoempleo.com/programador-cobol-serem/as-400/rf-0a7b167cc2ba33606a43
Responsable de QA & Testing - Networking,Serem,,,100% remoto,03/04/2026,https://www.tecnoempleo.com/responsable-qa-testing-networking-serem/wan-lan/rf-32f01ed972f90396e548
Desarrollador/a Java 8,Baoss,,,,03/04/2026,https://www.tecnoempleo.com/desarrollador-java-8-baoss/spring-xml/rf-d5fe111fe25db3372340
Consultor Murex Datamart (Data & Reporting),Digital Talent Agency,,Madrid,Híbrido,03/04/2026,https://www.tecnoempleo.com/consultor-murex-datamart-data-reporting-digital-ta/murex/rf-81ea174542265394c94e
Consultores/as SAP SD (Remoto),Grupo Digital,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/consultores-sap-sd-remoto-grupo-digital/sap-sd/rf-b14d1e4c225df37d5d45
Desarrollador/a PHP SYMFONY con Inglés,Digital Talent Agency,27.000€ - 30.000€,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/desarrollador-php-symfony-con-ingles-digital-talen/api-rest-javascript/rf-51811b27a28e7338344d
Dieseñador/a Gráfico/a,Page Personnel,27.000€ - 33.000€,Madrid,Presencial,02/04/2026,https://www.tecnoempleo.com/diesenador-grafico-a-page-personnel/illustrator-photoshop/rf-edc210fd42fb63951f42
Ingeniero/a de testing proyectos espacio,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-testing-proyectos-espacio-gmv/linux-python/rf-db311e3f92000346ba46
Consultor/a Funcional Business Central,LÃBERIT,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-funcional-business-central-l-berit/business-central/rf-326e1d5ed2d5138aa94b
TÉCNICO/A TELECOMUNICACIONES,Grupo Sermicro,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/t-cnico-telecomunicaciones-grupo-sermicro/cableado-redes/rf-63331d1eb279633b1a4f
TÉCNICO/A ONSITE,Grupo Sermicro,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/t-cnico-onsite-grupo-sermicro/ticketing-soporte/rf-ce811efce21ec3806649
Comercial servicios informáticos,Grupo Sermicro,,Barcelona,Presencial,02/04/2026,https://www.tecnoempleo.com/comercial-servicios-informaticos-grupo-sermicro/windows-o365/rf-b0a312aaa27ae389f64c
Técnico/a  Microinformático onsite,Grupo Sermicro,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/tecnico-microinformatico-onsite-grupo-sermicro/windows-soporte/rf-94c31bf9b2c9336f8d45
Técnico/a  en Microinformática,Grupo Sermicro,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/tecnico-en-microinformatica-grupo-sermicro/windows-soporte/rf-dfec1ed172d353bf8c45
Especialista en BMC Helix (Remoto),Digital Talent Agency,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/especialista-en-bmc-helix-remoto-digital-talent-ag/bmc/rf-6a96131c529923efd846
Técnico/a Instalador/a Telecomunicaciones,Grupo Sermicro,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/tecnico-instalador-telecomunicaciones-grupo-sermic/redes-cableado/rf-43701d7c325523ce254e
Project Manager,Inkoova,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/project-manager-inkoova/jira-confluence/rf-45621597c2f703711145
Data Sciencist Fintech,Social You,30.000€ - 45.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/data-sciencist-fintech-social-you/python-ml/rf-e8221932e2fb53c63f45
Consultor/a de Negocio - Data & Analytics,Social You,45.000€ - 60.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/consultor-negocio-data-analytics-social-you/ia-scrum/rf-91b418f44243430e384b
Junior System Administrator,Social You,18.000€ - 24.000€,Madrid,Presencial,02/04/2026,https://www.tecnoempleo.com/junior-system-administrator-social-you/lan-wifi/rf-fce31cff223ef3ed9546
PHP Full Stack Developer,Social You,39.000€ - 48.000€,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/php-full-stack-developer-social-you/java-sql/rf-9aad173f520ff3462e46
"Ingeniero/a RMT (Fiabilidad, Mantenibilidad, Test)",Arelance,30.000€ - 39.000€,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-rmt-fiabilidad-mantenibilidad-test-arela/ils-fmecas/rf-3bed1630d2c1032d224a
Senior Power Apps Developer / Architect,Social You,45.000€ - 54.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/senior-power-apps-developer-architect-social-you/power-apps-dataverse/rf-59151986e2400319e546
Administrador/a de Comunicaciones CICS,PSS,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/administrador-comunicaciones-cics-pss/was-z-os/rf-ff041da3a25b4363d547
Responsable de Diseño Software,CMV Consultores,45.000€ - 54.000€,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/responsable-diseno-software-cmv-consultores/c-c/rf-15d51d74e22e43058746
Técnico/a de soporte multimedia,Empresa tecnologica,,Barcelona,Presencial,02/04/2026,https://www.tecnoempleo.com/tecnico-soporte-multimedia/multimedia/rf-6f971f4a229de32b6042
Administrador Middleware con DevOps,PSS,36.000€ - 39.000€,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/administrador-middleware-con-devops-pss/apache-tomcat/rf-eaf91e5072a52318ea46
Programador/a - Natural Adabas,Baoss,,Sevilla,,02/04/2026,https://www.tecnoempleo.com/programador-natural-adabas-baoss/jcl/rf-945116841243f351a14b
Desarrollador de automatización e IA,Campus Education Spain,21.000€ - 30.000€,,Híbrido,02/04/2026,https://www.tecnoempleo.com/desarrollador-automatizacion-e-ia-campus-education/python-api-rest/rf-f1751321d27773c0ce41
Consultor Técnico Murex - Sector Bancario,Digital Talent Agency,27.000€ - 36.000€,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-tecnico-murex-sector-bancario-digital-ta/datamart/rf-9bca11de7277a30ee946
Programador Big Data. Teletrabajo,Second Window,,Madrid,,02/04/2026,https://www.tecnoempleo.com/programador-big-data-teletrabajo-second-window/spark-python-sql-ci-cd-powe/rf-054d17b2d2dbe398984d
Programador/a Java Microservicios,Digital Talent Agency,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/programador-java-microservicios-digital-talent-age/spring-boot-jenkins/rf-88ed1de7122c53d9854b
Programador/a Java 8 y Oracle,Digital Talent Agency,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/programador-java-8-oracle-digital-talent-agency/java/rf-86e310e792c873434342
Consultor/a Data & IA - Sector Salud,Digital Talent Agency,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-data-ia-sector-salud-digital-talent-agen/sql/rf-2abb17c6b2a2b3397447
Especialista SOC - Data/Analytics/SIEM,Baoss,,Madrid,,02/04/2026,https://www.tecnoempleo.com/especialista-soc-data-analytics-siem-baoss/xdr-xsiam-sentinel/rf-77c316720218033a4c4e
Project Manager,Baoss,,Málaga,,02/04/2026,https://www.tecnoempleo.com/project-manager-baoss/agile-project-manager/rf-761c1f75c236d3bc544a
Ingeniero de ITS,Invoin,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-its-invoin/its-ms-project-primavera-autocad-bim-snmp-cisco-work-/rf-915213d402d403f33147
Administrador/a OpenShift - OCP,Baoss,,Madrid,,02/04/2026,https://www.tecnoempleo.com/administrador-openshift-ocp-baoss/rhel-linux/rf-df351d0da2ad03cd4442
Técnico de Comunicaciones,Baoss,,Madrid,,02/04/2026,https://www.tecnoempleo.com/tecnico-comunicaciones-baoss/cisco-fortinet/rf-3acb160e22b6e3db6b40
Jefe/a de Proyecto de Data Sanitaria,Digital Talent Agency,,Granada,100% remoto,02/04/2026,https://www.tecnoempleo.com/jefe-proyecto-data-sanitaria-digital-talent-agency/hl7-fhir/rf-4133193ce21db3e35f48
Front-End Developer (Angular),Second Window,,Málaga,,02/04/2026,https://www.tecnoempleo.com/front-end-developer-angular-second-window/javascript-typescript/rf-462c1f42624183db8947
Técnico en Wonderware,Invoin,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/tecnico-en-wonderware-invoin/scada-sql-server/rf-28941617c2cb636e714e
Growth Manager,Matchento,33.000€ - 42.000€,Barcelona,,02/04/2026,https://www.tecnoempleo.com/growth-manager-matchento/meta-ads-google-ads/rf-e0c91adea22ef3412b43
Programador/a PHP en Wordpress,OKDIARIO,30.000€ - 36.000€,Madrid,,02/04/2026,https://www.tecnoempleo.com/programador-php-en-wordpress-okdiario/javascript-html/rf-2cbb1917328c3347c74e
Perfiles certificación IBM App Connect Enterprise,Serem,,Madrid,,02/04/2026,https://www.tecnoempleo.com/perfiles-certificacion-ibm-app-connect-enterprise-/j2ee-microservicios/rf-477f13fb123c536c084f
Analista Programador/a,Inkoova,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/analista-programador-a-inkoova/cobol-db2/rf-ca7713e562a6b332a245
Desarrollador/a Magento,Serem,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/desarrollador-magento-serem/mysql-html/rf-7956152ce299c3630f49
Técnico/a PRL,Serem,,,Presencial,02/04/2026,https://www.tecnoempleo.com/tecnico-prl-serem/prl/rf-844311f5b222b3690d47
Data Engineer (Scala/Spark),Second Window,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/data-engineer-scala-spark-second-window/spark-scala-sql-git-jenkins/rf-b21e1654029e33814a40
Analista Protección Ciberataques,Cajamar Tecnología,,Almería,Híbrido,02/04/2026,https://www.tecnoempleo.com/analista-proteccion-ciberataques-cajamar-tecnologi/xsiam-siem/rf-cb6e1575d273e345af4b
Programador/a senior Abap,Serem,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/programador-senior-abap-serem/abap/rf-0bc31c85b25c83ce6849
"Especialista - Automatización, Python, PowerApps",Baoss,,Madrid,,02/04/2026,https://www.tecnoempleo.com/especialista-automatizacion-python-powerapps-baoss/automatizacion/rf-2c4a19f062d1530b3345
Infrastructure & Operations Cloud Architect,PANEL Sistemas Informáticos,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/infrastructure-operations-cloud-architect-panel-si/aws-controltower/rf-4b39154b42c9a37ffe4a
QA Tester Typescript,Serem,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/qa-tester-typescript-serem/web/rf-b03c1324e27f8341644d
Analista Programador Visual Basic,Serem,,,Híbrido,02/04/2026,https://www.tecnoempleo.com/analista-programador-visual-basic-serem/visual-basic-net/rf-293f1ea3c2ab13ecbb45
Ingeniero de Ciberseguridad,Arelance,30.000€ - 39.000€,Madrid,,02/04/2026,https://www.tecnoempleo.com/ingeniero-ciberseguridad-arelance/ansible-linux/rf-041d14fbc2cc13245146
Consultor/a Senior. Experiencia JAVA Weblogic,Digital Talent Agency,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/consultor-senior-experiencia-java-weblogic-digital/j2ee/rf-cefc1f62e29333b8f14e
Analista de Datos,Cajamar Tecnología,,Almería,Híbrido,02/04/2026,https://www.tecnoempleo.com/analista-datos-cajamar-tecnologia/sql-python/rf-b7af119422e53338c049
Senior DevOps Engineer,Digital Talent Agency,39.000€ - 45.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/senior-devops-engineer-digital-talent-agency/aws-lambda/rf-54f011221277d3f4f141
Administrador de Sistemas Linux,Serem,,Madrid,,02/04/2026,https://www.tecnoempleo.com/administrador-sistemas-linux-serem/kubernetes-openshift/rf-b9331f5f12ef33c2cf4d
Analista Programador/Data Scientist/BI,Invoin,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/analista-programador-data-scientist-bi-hibrido/nodejs-javascript-react-htm/rf-67431d3912e3b39a5c40
Técnico/a de Mantenimiento y CPD Nivel 2,Baoss,,Santander,Presencial,02/04/2026,https://www.tecnoempleo.com/tecnico-mantenimiento-cpd-nivel-2-baoss/cau-data-center/rf-d6a91e14923943e5e34a
Consultor COBOL/AS400,Serem,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-cobol-as400-serem/as-400-jira/rf-d6901bb7626ec3c6bf48
Programador/a y AP Java,Digital Talent Agency,30.000€ - 45.000€,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/programador-ap-java-digital-talent-agency/microservicios-spring/rf-cdfd16418217230b4b48
Desarrollador/a Frontend VueJS,Arelance,30.000€ - 42.000€,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/desarrollador-frontend-vuejs-arelance/html5-css3/rf-63e91867c258b31f924f
Consultor/a de Copilot,Inkoova,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-copilot-inkoova/ia-chatgpt/rf-48a1110ea2db631c8b43
Especialista en ciberseguridad-SailPoint,Serem,,Madrid,,02/04/2026,https://www.tecnoempleo.com/especialista-en-ciberseguridad-sailpoint-serem/identityiq-identitynow/rf-579d1f3892ed9341fa4f
"Desarrollador Backend (Node, JavaScript y TS)",PANEL Sistemas Informáticos,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/desarrollador-backend-node-javascript-ts-panel-sis/nodejs-typescript/rf-5e601fda722f335b6846
Javascript Developer,EIT KIC Urban Mobility,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/javascript-developer-eit-kic-urban-mobility/sql-html/rf-799a1b7ba288b3499842
Programador COBOL/DB2/SQL,Second Window,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/programador-cobol-db2-sql-second-window/host-jcl/rf-b6781d54c2b4a321184b
"Consultor/a - ISO/IEC 27001, Redes, IAM, Cloud.",Baoss,,Madrid,,02/04/2026,https://www.tecnoempleo.com/consultor-iso-iec-27001-redes-iam-cloud-baoss/iso-iec-27001-ens/rf-962e154602ebf3c63947
Técnico/a Sistemas,Grupo Sermicro,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/tecnico-sistemas-grupo-sermicro/microsoft-server-vmware/rf-708b1fc092f563a41448
Analista Programador - Cobol y SQL Server,Baoss,,,,02/04/2026,https://www.tecnoempleo.com/analista-programador-cobol-sql-server-baoss/sql-server/rf-96571167e2f413ecd04d
Cloud Architect - AWS & Terraform,CMV Consultores,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/cloud-architect-aws-terraform-cmv-consultores/devops-security/rf-e70b1e5392e54301b440
Programador/a Cobol (95% teletrabajo),Second Window,27.000€ - 30.000€,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/programador-cobol-95-teletrabajo-second-window/jcl-db2/rf-09961b1492a113286b4f
Analista Programador Java Senior,Serem,,Madrid,,02/04/2026,https://www.tecnoempleo.com/analista-programador-java-senior-serem/sql-javascript/rf-c1891c2ac2fec3429a45
Técnico/a de Soporte On-Site,Baoss,18.000€ - 21.000€,Santander,Presencial,02/04/2026,https://www.tecnoempleo.com/tecnico-soporte-on-site-baoss/windows-office/rf-549b1ef752e4735f3c47
Planificador Control-M,Second Window,,Madrid,,02/04/2026,https://www.tecnoempleo.com/planificador-control-m-second-window/control-m/rf-bbc61b95d21c4312144b
CyberArk PAM Specialist,PANEL Sistemas Informáticos,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/cyberark-pam-specialist-panel-sistemas-informatico/powershell-python/rf-f736108ae2eff30f6642
Desarrollador/a Backend Java (IAM),CMV Consultores,27.000€ - 33.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/desarrollador-backend-java-iam-cmv-consultores/java/rf-473e15e0526eb34b6748
Analista Programador COBOL/HOST,Second Window,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/analista-programador-cobol-host-second-window/db2-jcl/rf-f1e11e285272a372a54c
Consultor/a SAP IG4S,CAS TRAINING,36.000€ - 45.000€,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-sap-ig4s-cas-training/sap-ig4s/rf-c6f11b5ac24b93f0b342
QA Engineer con Inglés,Arelance,33.000€ - 42.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/qa-engineer-con-ingles-arelance/pruebas-jira/rf-e8ab18ffe27413de6b4c
Líder Técnico/a Java - Angular,Digital Talent Agency,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/lider-tecnico-java-angular-digital-talent-agency/springboot-cloud/rf-22341dbc4259e3e1634b
Fullstack (Java/Angular/PL-SQL),Second Window,,Madrid,,02/04/2026,https://www.tecnoempleo.com/fullstack-java-angular-pl-sql-second-window/pl-sql/rf-aab81f19521a33b19146
Fullstack Angular/NodeJS,Second Window,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/fullstack-angular-nodejs-second-window/ngrx-redux/rf-008c1c17d2dea31d9346
Operario/a logístico/a sector IT,Serem,,Barcelona,Presencial,02/04/2026,https://www.tecnoempleo.com/operario-logistico-sector-it-serem/excel/rf-7e02167d92aaa306914b
Lead Softtware Engineer,Matrix Development System,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/lead-softtware-engineer-matrix-development-system/net-core-vue/rf-e775183892cf33d3d045
Desarrollador/a Java Spring con Inglés,Digital Talent Agency,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/desarrollador-java-spring-con-ingles-digital-talen/microservicios/rf-107516735268333eb744
Analista programador Cobol Microfocus. Teletrabajo,Second Window,33.000€ - 39.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/analista-programador-cobol-microfocus-teletrabajo-/db2-rpg/rf-3bf51adb6287c3a79045
PMO Junior - Gestión de Proyectos IT,Baoss,,Madrid,,02/04/2026,https://www.tecnoempleo.com/pmo-junior-gestion-proyectos-it-baoss/scrum-kanban/rf-16ce196a1258a3a22245
Consultor/a React,Invoin,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-react-invoin/javascript-html/rf-e45212fed28db36c6241
Técnico/a de Gestión de Repuestos Telecom,Gestelcom Servicios,21.000€ - 24.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/tecnico-gestion-repuestos-telecom-gestelcom-servic/excel/rf-7a891993a2c3d3196c43
Desarrollador/a java  microservicios,CAS TRAINING,30.000€ - 33.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/desarrollador-java-microservicios-cas-training/springboot-github-copilot/rf-5f9711dd1230e334c147
Desarrollador/a Inteligencia Artificial,CMV Consultores,27.000€ - 36.000€,Barcelona,,02/04/2026,https://www.tecnoempleo.com/desarrollador-inteligencia-artificial-cmv-consulto/dialogflow-javascript/rf-1a5019f6c2584375b44f
Programador/a Analista Programador/a PL1,PSS,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/programador-analista-programador-pl1-pss/cobol-db2/rf-17d915bc9212b3f6554c
Java Developer Sr.-Microservices/Spring Boot,Serem,30.000€ - 36.000€,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/java-developer-sr-microservices-spring-boot-serem/maven-microservicios/rf-6f3916cae2d313d68347
Project Manager Técnico (Freelance),Baoss,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/project-manager-tecnico-freelance-baoss/wan-tcp-ip/rf-63af1de702e9331dd745
"Business Manager - Data, Analytics & IA",Digital Talent Agency,42.000€ - 48.000€,Madrid,100% remoto,02/04/2026,https://www.tecnoempleo.com/business-manager-data-analytics-ia-digital-talent-/bi-big-data/rf-89af10e2e20f63be8841
Analista Funcional/Orgánico COBOL (Medios Pago),CAS TRAINING,30.000€ - 33.000€,,100% remoto,02/04/2026,https://www.tecnoempleo.com/analista-funcional-organico-cobol-medios-pago-cas-/cobol/rf-c8801c2b6260d356ff47
Desarrollador RPA,Serem,,Madrid,,02/04/2026,https://www.tecnoempleo.com/desarrollador-rpa-serem/uipath-pmp/rf-950a1650f218734a5e43
Senior SRE Observability (Dynatrace & Azure),CMV Consultores,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/senior-sre-observability-dynatrace-azure-cmv-consu/servicenow-aws/rf-ad121088628963e95b49
SAP MM Functional Consultant,EPAM,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/sap-mm-functional-consultant-epam/sap-mm-s4-hana/rf-7d5615041232b3fd344d
Pre-Sales AI Expert,UST,,Madrid,,02/04/2026,https://www.tecnoempleo.com/pre-sales-ai-expert-ust/inteligencia-artificial-genai/rf-dde6144ed206a36b8c4f
Ingeniero/a IA para Segmento Terrestre,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-ia-para-segmento-terrestre-gmv/inteligencia-artificial-machine-l/rf-08db183d32cc33647a42
Ingeniero/a de Procesos,Michael Page,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/ingeniero-procesos-michael-page/lean-six-sigma/rf-f5261bfdd26093a1604e
Electromecánico/a,HAYS,,Valencia,,02/04/2026,https://www.tecnoempleo.com/electromecanico-a-hays/plc/rf-00de125272759331c747
ServiceNow Consultant / Developer,EY,,Málaga,,02/04/2026,https://www.tecnoempleo.com/servicenow-consultant-developer-ey/nowplatform-javascript/rf-837519afc2ec6309984d
Tech Risk IT Auditor (German speaker),EY,,Málaga,,02/04/2026,https://www.tecnoempleo.com/tech-risk-it-auditor-german-speaker-ey/sap-oracle/rf-930b157ab205a367e24d
Técnico/a en Ciberseguridad,Randstad ES,,,,02/04/2026,https://www.tecnoempleo.com/tecnico-en-ciberseguridad-randstad-es/ciberseguridad/rf-67a61655c24133ca0b4a
Ingeniero/a sénior DevOps/IAC,GMV,,Madrid,,02/04/2026,https://www.tecnoempleo.com/ingeniero-senior-devops-iac-gmv/terraform-ci-cd/rf-6d25134802e873e5864d
Lead Automation Test Engineer with Java,EPAM,,Madrid,,02/04/2026,https://www.tecnoempleo.com/lead-automation-test-engineer-with-java-epam/selenium-cucumber/rf-b575172bf2af13df2f46
Desarrollador/a Fullstack IA,Randstad ES,,Madrid,,02/04/2026,https://www.tecnoempleo.com/desarrollador-fullstack-ia-randstad-es/azure-typescript/rf-56ae12d1b272b3b2fe4a
Jefe de Producción Mantenimiento,Michael Page,,,,02/04/2026,https://www.tecnoempleo.com/jefe-produccion-mantenimiento-michael-page/bms-gmao/rf-f0551a9402fb533aec4c
Cybersecurity Risk Analyst,Santander,,Madrid,,02/04/2026,https://www.tecnoempleo.com/cybersecurity-risk-analyst-santander/ciberseguridad-owasp/rf-b0b71d6af26643b0c04f
Programador,HAYS,,,Híbrido,02/04/2026,https://www.tecnoempleo.com/programador-hays/react-native-net/rf-943712b7222a03536f44
Técnico/a Electromecánico,Page Personnel,,Sevilla,,02/04/2026,https://www.tecnoempleo.com/tecnico-electromecanico-page-personnel/electromecanica-mecanica/rf-1ed1181262ce23be374b
Digital Marketing Manager,Michael Page,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/digital-marketing-manager-michael-page/meta-google/rf-77e717f542e3f39d6542
Senior IT Security Engineer,EPAM,,Madrid,,02/04/2026,https://www.tecnoempleo.com/senior-it-security-engineer-epam/cissp-cisa/rf-1b1219924239c3144a4e
Técnico de sistemas,HAYS,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/tecnico-sistemas-hays/microsoft-365-mdm/rf-825f10eb12a763780448
Desarrollador/a ION Trading,Grupo Digital,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/desarrollador-ion-trading-grupo-digital/java-ion-trading/rf-3ae9188a227d432af144
Responsable de operaciones,Michael Page,,Madrid,Presencial,02/04/2026,https://www.tecnoempleo.com/responsable-operaciones-michael-page/aws-azure/rf-19d6183a321153422042
IT Project Manager Seguros,Grupo NS,39.000€ - 45.000€,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/it-project-manager-seguros-grupo-ns/project-manager-pm/rf-929117b6922023df7d47
Flight on-board SW engineer,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/flight-on-board-sw-engineer-gmv/c-c/rf-9deb1ee7e2b503a32f45
Programador/a PLC,Michael Page,,Valladolid,Híbrido,02/04/2026,https://www.tecnoempleo.com/programador-plc-michael-page/siemens-hmi/rf-5b3a130d02d45323d048
Infor M3 Consultant,HAYS,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/infor-m3-consultant-hays/infor-m3/rf-6e261337c2cbc37f7543
Ingeniero de Procesos - Automoción,Page Personnel,,,,02/04/2026,https://www.tecnoempleo.com/ingeniero-procesos-automocion-page-personnel/procesos/rf-fd4b1b9ae26d93b18144
Técnico de Estudios de Instalaciones,Page Personnel,36.000€ - 42.000€,Barcelona,,02/04/2026,https://www.tecnoempleo.com/tecnico-estudios-instalaciones-page-personnel/autocad/rf-ed5316dd124da32fb440
Arquitecto Backend (Hibrido 2 dias/semana),Grupo Digital,,Málaga,Híbrido,02/04/2026,https://www.tecnoempleo.com/arquitecto-backend-hibrido-2-dias-semana-grupo-dig/api-tdd/rf-5a0313d212f98392024a
Ingeniero/a de RF y Procesamiento de Señal,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-rf-procesamiento-senal-gmv/c-dsp/rf-7fa11aad52caa37c9d42
Analista Programador/a Powerbuilder,Sopra Steria,,Madrid,,02/04/2026,https://www.tecnoempleo.com/analista-programador-powerbuilder-sopra-steria/agile/rf-3d971ea552c783ad384e
Desarrollador SW Vision artificial,Michael Page,,,,02/04/2026,https://www.tecnoempleo.com/desarrollador-sw-vision-artificial-michael-page/python-c/rf-7b9912c97225933c2b4a
